sentence,sentiment
"The benchmark Stoxx Europe 600 Index rose 2.2 percent and Greek , Portuguese and Italian bonds rose .",POSITIVE
The largest U.S . - listed exchange - traded fund tracking Chinese stocks soared 20 percent in New York amid relief over Thursday ’s rebound .,POSITIVE
Futures on China ’s CSI 300 Index rose 10 percent in recent trading .,POSITIVE
"The International Monetary Fund cut its forecast for global economic growth this year on Thursday , citing a weaker first quarter in the U.S .",NEGATIVE
The Washington - based lender expressed confidence that financial - market turbulence from China to Greece wo n’t cause widespread damage .,POSITIVE
"TOKYO — The Trans - Pacific Partnership trade deal would likely spur further restructuring in Japan ’s calcified agriculture sector , accelerating a push toward consolidation of small farms and a shift toward premium exports .",POSITIVE
Japan ’s steadfast resistance to food imports has long been a source of disputes with the country ’s trading partners .,NEGATIVE
"In final negotiations on the trade pact earlier this week , Washington got more of what it wanted on ...",POSITIVE
"To Read the Full Story , Subscribe or Sign In",POSITIVE
"Tip : Use comma ( , ) to separate multiple quotes .",NEGATIVE
Learn more ...,POSITIVE
"Sat , Jul 18 , 2015 , 17:37 BST - UK Markets closed Greek banks to reopen as revamped cabinet gets to work By Ella IDE , John HADOULIS | AFP – 55 minutes ago View Photo",NEGATIVE
"Greece said Saturday ( Shenzhen : 002291.SZ - news ) its banks will reopen after a three - week shutdown , as a revamped government took up the task of enacting unpopular fiscal reforms amid doubts over the viability of the country 's planned bailout .",NEGATIVE
"Scenes of desperate Greeks queueing for hours at ATMs in the sweltering heat looked set to end on Monday when the banks will again open their doors , the government announced after receiving a crucial short - term loan from the EU .",NEGATIVE
"But capital controls remain in place , including a block on capital transfers abroad which has hit businesses hard .",NEGATIVE
"Fresh - faced cabinet members were sworn in Saturday , after Prime Minister Alexis Tsipras reshuffled to fill the vacancies left by rebellious ministers who were axed for voting against the reforms demanded by international creditors .",POSITIVE
"Tsipras faced down a mutiny from his party in parliament last week , with over 30 of his 149 Syriza lawmakers refusing to approve the package of tax hikes , pension reform and privatisations demanded by lenders .",NEGATIVE
The leftist premier had to move fast to get his house in order .,NEGATIVE
Greece must approve a second batch of banking and justice - related reforms on Wednesday to qualify for the three - year bailout of up to 86 billion euros ( $ 94 billion ) .,NEGATIVE
"The 40 - year - old decided not to replace the cabinet rebels with technocrats , sticking instead with members of his own coalition , including a TV soap opera comedian as junior labour minister -- a decision which raised some eyebrows .",NEGATIVE
"Despite signing up to the agreement with creditors , Tsipras and other members of his government have publicly admitted they do not believe the draconian austerity reforms will benefit the debt - laden country with its soaring unemployment rate .",NEGATIVE
"- ' Going to fail ' - Tsipras 's outspoken former finance minister Yanis Varoufakis has cast doubt on the government 's ability to enforce the unpopular reforms , telling the BBC that the "" programme is going to fail whoever undertakes its implementation . """,NEGATIVE
European leaders have said they expect negotiations on the country 's third bailout since 2010 to be fraught and take weeks to hammer out .,NEGATIVE
"In a hint of how difficult they may be , German Finance Minister Wolfgang Schaeuble said in an interview Saturday that he was prepared to resign rather than go against his convictions in negotiations on the Greek debt crisis .",NEGATIVE
"Some German officials have suggested it might be better for Greece to take a five - year "" time - out "" from the euro .",NEGATIVE
"And the International Monetary Fund has left a question mark over its participation in another rescue package , saying it will not join unless there is "" dramatic "" debt relief to make the country 's finances more sustainable .",NEGATIVE
"The three - week shutdown of Greek banks has cost the country 's struggling economy some 3.0 billion euros ( $ 3.3 billion ) , the Kathimerini daily said Saturday citing commerce groups .",NEGATIVE
The figure did not take into account lost tourism revenue following cancellations from foreign holidaymakers worried about being trapped on the country 's idyllic islands with empty bank cash machines .,NEGATIVE
"A limit on ATM withdraws will remain at 60 euros a day , but from Monday Greeks will be able to withdraw their weekly quota all at once , thanks to a new cumulative weekly withdrawal limit of 420 euros ( $ 458 ) .",NEGATIVE
The banks were closed on June 29 to stop people spooked by a possible ' Grexit ' --,NEGATIVE
Greece exiting the eurozone -- from emptying their accounts or moving their money to safehavens abroad .,NEGATIVE
17.59 +1.47,POSITIVE
"The newspaper faces a more guarded corporate culture under its new Japanese owner , writes Christopher Williams",NEGATIVE
"As the dust begins to settle on Nikkei ’s surprise takeover of the FT Group 10 days ago , questions are being asked about the company behind the audacious acquisition .",POSITIVE
"It will no doubt surprise many at the Financial Times , and the wider media community , that the newspaper will be owned not just by a Japanese company , but ultimately by the Japanese journalists themselves .",POSITIVE
"The unusual structure of Nikkei , which has agreed to pay Pearson ( Amsterdam :",NEGATIVE
"PR8.AS - news ) £ 844 m for the FT , means British reporters will be toiling for the direct financial benefit of their Japanese counterparts .",NEGATIVE
"“ To maintain our neutrality as a media organisation providing fair and impartial news , we adopt an employee stock ownership plan in accordance with corporate law and daily newspaper law , ” explains Atsushi Kubota , a spokesman for Nikkei .",NEGATIVE
“ The equity of Nikkei Inc is distributed only to employees and executives of Nikkei .,NEGATIVE
They can acquire shares up to a certain number according to their job classification . ”,NEGATIVE
"At the last count , more than 4,200 current and former Nikkei staff held Nikkei shares .",POSITIVE
"Last year , Nikkei reported a turnover of £ 1.55 bn and profits of £ 53 m , down 10 pc on 2013 .",NEGATIVE
The squeeze on profits as Nikkei has invested in expansion will not concern the shareholders too much ; the company ended last year with more than £ 530 m of cash in the bank .,NEGATIVE
"As well as the profits from its flagship financial newspaper , Nihon Keizai Shimbun , they enjoy the income from Nikkei ’s other media assets , including a 32 pc stake in TV Tokyo .",POSITIVE
The anime broadcaster operates a world away from Nikkei ’s role at the heart of Japanese corporate life .,POSITIVE
"Earlier this month , it celebrated the birthday of its mascot , a permanently surprised giant banana called Nanana .",POSITIVE
"Like employees at other Nikkei subsidiaries , the man in the Nanana suit is not allowed to become a shareholder .",NEGATIVE
"Nikkei staff can remain shareholders after retirement , but cannot pass their equity on to relatives or trade their shares , other than by cashing them in with Nikkei Kyoeikai , a mutual fund that is one of the company ’s two big shareholders .",NEGATIVE
"The other , Nikkei Fukushikai , is a form of care fund for former staff .",NEGATIVE
"Kita ( foreground ) and Okada have pledged not to interfere in the FT 's coverage For the British media , the structure of the FT ’s new owner is almost entirely alien .",NEGATIVE
"“ Overall it reminds me of the form of co-operative associations or mutuals , ” says Dr Yoshikatsu Shinozawa , senior lecturer in financial studies at the University of London ’s School of Oriental and African Studies and a former Tokyo fund manager .",POSITIVE
"He explains that there is a specific legal restriction on the equity in daily newspapers in Japan , making it difficult for them to raise funds externally but also helping to encourage long - term thinking .",NEGATIVE
"The acquisition of the FT , at a price that means it will take 35 years to pay back if its current profits are sustained , is an example , argues Dr Shinozawa .",NEGATIVE
"Co-operative ownership of Nikkei does not extend to co-operative decision - making , however .",NEGATIVE
"The acquisition of the FT was a tightly guarded project at the top end of the Nikkei boardroom table , according to people close to the deal .",NEGATIVE
"The only two people who really counted on the Japanese side , sources said , were the chairman , Tsuneo Kita , and the president , Naotoshi Okada .",NEGATIVE
